timestamp,price,volume,amount
2026-01-02 09:30:00,2313.63,217,502058
2026-01-02 09:30:01,2316.08,208,481745
2026-01-02 09:30:02,2315.54,207,479317
2026-01-02 09:30:03,2320.12,201,466344
2026-01-02 09:30:04,2333.27,221,515653
2026-01-02 09:30:05,2333.27,202,471321
2026-01-02 09:30:06,2333.27,209,487653
2026-01-02 09:30:07,2333.27,211,492320
2026-01-02 09:30:08,2328.75,212,493695
2026-01-02 09:30:09,2332.67,224,522518
2026-01-02 09:30:10,2320.27,226,524381
2026-01-02 09:30:11,2305.57,229,527976
2026-01-02 09:30:12,2306.05,212,488883
2026-01-02 09:30:13,2311.58,198,457693
2026-01-02 09:30:14,2305.85,226,521122
2026-01-02 09:30:15,2295.00,207,475065
2026-01-02 09:30:16,2296.49,209,479966
2026-01-02 09:30:17,2289.81,191,437354
2026-01-02 09:30:18,2289.87,185,423626
2026-01-02 09:30:19,2286.80,209,477941
2026-01-02 09:30:20,2286.80,198,452786
2026-01-02 09:30:21,2286.80,211,482515
2026-01-02 09:30:22,2286.80,207,473368
2026-01-02 09:30:23,2286.80,229,523677
2026-01-02 09:30:24,2286.80,224,512243
2026-01-02 09:30:25,2286.80,223,509956
2026-01-02 09:30:26,2286.80,211,482515
2026-01-02 09:30:27,2286.80,216,493949
2026-01-02 09:30:28,2286.80,206,471081
2026-01-02 09:30:29,2286.80,189,432205
2026-01-02 09:30:30,2286.80,205,468794
2026-01-02 09:30:31,2286.80,225,514530
2026-01-02 09:30:32,2286.80,238,544258
2026-01-02 09:30:33,2286.80,220,503096
2026-01-02 09:30:34,2286.80,207,473368
2026-01-02 09:30:35,2286.80,161,368175
2026-01-02 09:30:36,2286.80,190,434492
2026-01-02 09:30:37,2286.80,197,450500
2026-01-02 09:30:38,2286.80,201,459647
2026-01-02 09:30:39,2286.80,191,436779
2026-01-02 09:30:40,2286.80,224,512243
2026-01-02 09:30:41,2286.80,227,519104
2026-01-02 09:30:42,2286.80,210,480228
2026-01-02 09:30:43,2286.80,226,516817
2026-01-02 09:30:44,2286.80,219,500809
2026-01-02 09:30:45,2286.80,211,482515
2026-01-02 09:30:46,2286.80,210,480228
2026-01-02 09:30:47,2286.80,220,503096
2026-01-02 09:30:48,2286.80,232,530538
2026-01-02 09:30:49,2286.80,233,532824
2026-01-02 09:30:50,2286.80,218,498522
2026-01-02 09:30:51,2286.80,212,484802
2026-01-02 09:30:52,2286.80,227,519104
2026-01-02 09:30:53,2286.80,194,443639
2026-01-02 09:30:54,2286.80,224,512243
2026-01-02 09:30:55,2286.80,206,471081
2026-01-02 09:30:56,2286.80,218,498522
2026-01-02 09:30:57,2286.80,202,461934
2026-01-02 09:30:58,2286.80,226,516817
2026-01-02 09:30:59,2286.80,205,468794
2026-01-02 09:31:00,2286.80,214,489375
2026-01-02 09:31:01,2286.80,204,466507
2026-01-02 09:31:02,2286.80,214,489375
2026-01-02 09:31:03,2286.80,227,519104
