timestamp,price,volume,amount
2026-01-02 09:30:00,35.42,274,9705
2026-01-02 09:30:01,35.73,276,9861
2026-01-02 09:30:02,35.61,266,9472
2026-01-02 09:30:03,35.59,258,9182
2026-01-02 09:30:04,35.53,308,10943
2026-01-02 09:30:05,35.60,282,10039
2026-01-02 09:30:06,35.68,273,9741
2026-01-02 09:30:07,35.34,258,9118
2026-01-02 09:30:08,35.52,267,9484
2026-01-02 09:30:09,35.55,265,9421
2026-01-02 09:30:10,35.45,271,9607
2026-01-02 09:30:11,35.37,281,9939
2026-01-02 09:30:12,35.32,273,9642
2026-01-02 09:30:13,35.34,250,8835
2026-01-02 09:30:14,35.42,279,9882
2026-01-02 09:30:15,35.44,275,9746
2026-01-02 09:30:16,35.62,255,9083
2026-01-02 09:30:17,35.62,276,9831
2026-01-02 09:30:18,35.52,254,9022
2026-01-02 09:30:19,35.39,263,9308
2026-01-02 09:30:20,35.40,262,9275
2026-01-02 09:30:21,35.85,269,9644
2026-01-02 09:30:22,35.79,279,9985
2026-01-02 09:30:23,35.85,246,8819
2026-01-02 09:30:24,35.85,249,8927
2026-01-02 09:30:25,35.85,271,9715
2026-01-02 09:30:26,35.85,273,9787
2026-01-02 09:30:27,35.85,292,10468
2026-01-02 09:30:28,35.85,261,9357
2026-01-02 09:30:29,35.85,270,9680
2026-01-02 09:30:30,35.85,258,9249
2026-01-02 09:30:31,35.85,274,9823
2026-01-02 09:30:32,35.85,261,9357
2026-01-02 09:30:33,35.83,273,9782
2026-01-02 09:30:34,35.75,265,9474
2026-01-02 09:30:35,35.73,272,9719
2026-01-02 09:30:36,35.64,297,10585
2026-01-02 09:30:37,35.37,265,9373
2026-01-02 09:30:38,35.35,262,9262
2026-01-02 09:30:39,35.63,250,8908
2026-01-02 09:30:40,35.85,263,9429
2026-01-02 09:30:41,35.57,275,9782
2026-01-02 09:30:42,35.56,254,9032
2026-01-02 09:30:43,35.83,252,9029
2026-01-02 09:30:44,35.85,268,9608
2026-01-02 09:30:45,35.85,266,9536
2026-01-02 09:30:46,35.85,256,9178
2026-01-02 09:30:47,35.85,259,9285
2026-01-02 09:30:48,35.85,259,9285
2026-01-02 09:30:49,35.85,284,10181
2026-01-02 09:30:50,35.85,277,9930
2026-01-02 09:30:51,35.85,274,9823
2026-01-02 09:30:52,35.85,256,9178
2026-01-02 09:30:53,35.85,259,9285
2026-01-02 09:30:54,35.85,285,10217
2026-01-02 09:30:55,35.85,248,8891
2026-01-02 09:30:56,35.85,260,9321
2026-01-02 09:30:57,35.85,272,9751
2026-01-02 09:30:58,35.85,262,9393
2026-01-02 09:30:59,35.85,247,8855
2026-01-02 09:31:00,35.85,241,8640
2026-01-02 09:31:01,35.85,281,10074
2026-01-02 09:31:02,35.85,240,8604
2026-01-02 09:31:03,35.85,269,9644
2026-01-02 09:31:04,35.85,269,9644
2026-01-02 09:31:05,35.85,270,9680
2026-01-02 09:31:06,35.85,293,10504
2026-01-02 09:31:07,35.85,264,9464
2026-01-02 09:31:08,35.85,264,9464
2026-01-02 09:31:09,35.85,250,8962
2026-01-02 09:31:10,35.85,276,9895
2026-01-02 09:31:11,35.85,247,8855
2026-01-02 09:31:12,35.85,281,10074
2026-01-02 09:31:13,35.85,265,9500
2026-01-02 09:31:14,35.85,261,9357
2026-01-02 09:31:15,35.85,250,8962
2026-01-02 09:31:16,35.85,235,8425
2026-01-02 09:31:17,35.85,259,9285
2026-01-02 09:31:18,35.85,257,9213
2026-01-02 09:31:19,35.85,281,10074
2026-01-02 09:31:20,35.85,240,8604
2026-01-02 09:31:21,35.85,239,8568
2026-01-02 09:31:22,35.85,274,9823
2026-01-02 09:31:23,35.85,241,8640
2026-01-02 09:31:24,35.85,240,8604
2026-01-02 09:31:25,35.85,274,9823
2026-01-02 09:31:26,35.85,273,9787
2026-01-02 09:31:27,35.85,264,9464
2026-01-02 09:31:28,35.85,235,8425
2026-01-02 09:31:29,35.85,257,9213
2026-01-02 09:31:30,35.85,290,10396
2026-01-02 09:31:31,35.85,260,9321
2026-01-02 09:31:32,35.85,279,10002
2026-01-02 09:31:33,35.85,273,9787
2026-01-02 09:31:34,35.85,241,8640
2026-01-02 09:31:35,35.85,294,10540
2026-01-02 09:31:36,35.85,257,9213
2026-01-02 09:31:37,35.85,285,10217
2026-01-02 09:31:38,35.85,253,9070
2026-01-02 09:31:39,35.85,277,9930
2026-01-02 09:31:40,35.85,267,9572
2026-01-02 09:31:41,35.85,269,9644
2026-01-02 09:31:42,35.85,263,9429
2026-01-02 09:31:43,35.85,230,8246
2026-01-02 09:31:44,35.85,257,9213
2026-01-02 09:31:45,35.85,246,8819
2026-01-02 09:31:46,35.85,268,9608
2026-01-02 09:31:47,35.85,232,8317
2026-01-02 09:31:48,35.85,291,10432
2026-01-02 09:31:49,35.85,259,9285
2026-01-02 09:31:50,35.85,247,8855
2026-01-02 09:31:51,35.85,253,9070
2026-01-02 09:31:52,35.85,245,8783
2026-01-02 09:31:53,35.85,277,9930
2026-01-02 09:31:54,35.85,232,8317
2026-01-02 09:31:55,35.85,255,9142
2026-01-02 09:31:56,35.85,247,8855
2026-01-02 09:31:57,35.85,286,10253
2026-01-02 09:31:58,35.85,267,9572
2026-01-02 09:31:59,35.85,264,9464
2026-01-02 09:32:00,35.85,234,8389
2026-01-02 09:32:01,35.85,285,10217
2026-01-02 09:32:02,35.85,245,8783
2026-01-02 09:32:03,35.85,245,8783
2026-01-02 09:32:04,35.85,237,8496
2026-01-02 09:32:05,35.85,287,10289
2026-01-02 09:32:06,35.85,222,7959
2026-01-02 09:32:07,35.85,262,9393
2026-01-02 09:32:08,35.85,267,9572
2026-01-02 09:32:09,35.85,280,10038
2026-01-02 09:32:10,35.85,244,8747
2026-01-02 09:32:11,35.85,278,9966
2026-01-02 09:32:12,35.85,264,9464
2026-01-02 09:32:13,35.85,268,9608
2026-01-02 09:32:14,35.85,274,9823
2026-01-02 09:32:15,35.85,249,8927
2026-01-02 09:32:16,35.85,228,8174
2026-01-02 09:32:17,35.85,262,9393
2026-01-02 09:32:18,35.85,259,9285
2026-01-02 09:32:19,35.85,271,9715
2026-01-02 09:32:20,35.85,260,9321
2026-01-02 09:32:21,35.85,264,9464
2026-01-02 09:32:22,35.85,266,9536
2026-01-02 09:32:23,35.85,244,8747
2026-01-02 09:32:24,35.85,239,8568
2026-01-02 09:32:25,35.85,241,8640
2026-01-02 09:32:26,35.85,274,9823
2026-01-02 09:32:27,35.85,254,9106
2026-01-02 09:32:28,35.85,240,8604
2026-01-02 09:32:29,35.85,258,9249
2026-01-02 09:32:30,35.85,266,9536
2026-01-02 09:32:31,35.85,258,9249
2026-01-02 09:32:32,35.85,248,8891
2026-01-02 09:32:33,35.85,258,9249
2026-01-02 09:32:34,35.85,253,9070
2026-01-02 09:32:35,35.85,253,9070
2026-01-02 09:32:36,35.85,249,8927
2026-01-02 09:32:37,35.85,237,8496
2026-01-02 09:32:38,35.85,249,8927
2026-01-02 09:32:39,35.85,281,10074
2026-01-02 09:32:40,35.85,256,9178
2026-01-02 09:32:41,35.85,245,8783
2026-01-02 09:32:42,35.85,271,9715
2026-01-02 09:32:43,35.85,266,9536
2026-01-02 09:32:44,35.85,276,9895
2026-01-02 09:32:45,35.85,281,10074
2026-01-02 09:32:46,35.85,259,9285
2026-01-02 09:32:47,35.85,256,9178
2026-01-02 09:32:48,35.85,274,9823
2026-01-02 09:32:49,35.85,260,9321
2026-01-02 09:32:50,35.85,275,9859
2026-01-02 09:32:51,35.85,274,9823
2026-01-02 09:32:52,35.85,291,10432
2026-01-02 09:32:53,35.85,246,8819
2026-01-02 09:32:54,35.85,240,8604
2026-01-02 09:32:55,35.85,267,9572
2026-01-02 09:32:56,35.85,247,8855
2026-01-02 09:32:57,35.85,264,9464
2026-01-02 09:32:58,35.85,264,9464
2026-01-02 09:32:59,35.85,243,8712
2026-01-02 09:33:00,35.85,302,10827
2026-01-02 09:33:01,35.85,250,8962
2026-01-02 09:33:02,35.85,252,9034
2026-01-02 09:33:03,35.85,273,9787
2026-01-02 09:33:04,35.85,226,8102
2026-01-02 09:33:05,35.85,274,9823
2026-01-02 09:33:06,35.85,229,8210
2026-01-02 09:33:07,35.85,218,7815
2026-01-02 09:33:08,35.85,269,9644
2026-01-02 09:33:09,35.85,251,8998
2026-01-02 09:33:10,35.85,287,10289
2026-01-02 09:33:11,35.85,264,9464
2026-01-02 09:33:12,35.85,272,9751
2026-01-02 09:33:13,35.85,239,8568
2026-01-02 09:33:14,35.85,269,9644
2026-01-02 09:33:15,35.85,261,9357
2026-01-02 09:33:16,35.85,248,8891
2026-01-02 09:33:17,35.85,248,8891
2026-01-02 09:33:18,35.85,283,10146
2026-01-02 09:33:19,35.85,273,9787
2026-01-02 09:33:20,35.85,289,10361
2026-01-02 09:33:21,35.85,266,9536
2026-01-02 09:33:22,35.85,267,9572
2026-01-02 09:33:23,35.85,240,8604
2026-01-02 09:33:24,35.85,258,9249
2026-01-02 09:33:25,35.85,258,9249
2026-01-02 09:33:26,35.85,252,9034
2026-01-02 09:33:27,35.85,265,9500
2026-01-02 09:33:28,35.85,237,8496
2026-01-02 09:33:29,35.85,269,9644
2026-01-02 09:33:30,35.85,242,8676
2026-01-02 09:33:31,35.85,273,9787
2026-01-02 09:33:32,35.85,252,9034
2026-01-02 09:33:33,35.85,258,9249
