timestamp,price,change_amount,change_pct,volume,amount
2025-12-31 09:30:00,45.09,0.00,0.00,205,9243
2025-12-31 09:30:01,45.10,0.01,0.02,226,10193
2025-12-31 09:30:02,45.09,0.00,0.00,184,8297
2025-12-31 09:30:03,45.08,-0.01,-0.02,247,11135
2025-12-31 09:30:04,45.09,0.00,0.00,217,9785
2025-12-31 09:30:05,45.10,0.01,0.02,217,9787
2025-12-31 09:30:06,45.09,0.00,0.00,222,10010
2025-12-31 09:30:07,45.08,-0.01,-0.02,216,9737
2025-12-31 09:30:08,45.09,0.00,0.00,224,10100
2025-12-31 09:30:09,45.08,-0.01,-0.02,229,10323
2025-12-31 09:30:10,45.09,0.00,0.00,220,9920
2025-12-31 09:30:11,45.10,0.01,0.02,224,10102
2025-12-31 09:30:12,45.09,0.00,0.00,234,10551
2025-12-31 09:30:13,45.10,0.01,0.02,185,8344
2025-12-31 09:30:14,45.09,0.00,0.00,214,9649
2025-12-31 09:30:15,45.08,-0.01,-0.02,232,10459
2025-12-31 09:30:16,45.09,0.00,0.00,229,10326
2025-12-31 09:30:17,45.08,-0.01,-0.02,214,9647
2025-12-31 09:30:18,45.09,0.00,0.00,172,7755
2025-12-31 09:30:19,45.08,-0.01,-0.02,225,10143
2025-12-31 09:30:20,45.09,0.00,0.00,219,9875
2025-12-31 09:30:21,45.08,-0.01,-0.02,221,9963
2025-12-31 09:30:22,45.09,0.00,0.00,205,9243
2025-12-31 09:30:23,45.08,-0.01,-0.02,217,9782
2025-12-31 09:30:24,45.09,0.00,0.00,207,9334
2025-12-31 09:30:25,45.08,-0.01,-0.02,217,9782
2025-12-31 09:30:26,45.09,0.00,0.00,192,8657
2025-12-31 09:30:27,45.08,-0.01,-0.02,225,10143
2025-12-31 09:30:28,45.09,0.00,0.00,197,8883
2025-12-31 09:30:29,45.08,-0.01,-0.02,217,9782
2025-12-31 09:30:30,45.09,0.00,0.00,230,10371
2025-12-31 09:30:31,45.08,-0.01,-0.02,206,9286
2025-12-31 09:30:32,45.07,-0.02,-0.04,207,9329
2025-12-31 09:30:33,45.08,-0.01,-0.02,234,10549
2025-12-31 09:30:34,45.09,0.00,0.00,222,10010
2025-12-31 09:30:35,45.08,-0.01,-0.02,217,9782
2025-12-31 09:30:36,45.07,-0.02,-0.04,195,8789
2025-12-31 09:30:37,45.08,-0.01,-0.02,207,9332
2025-12-31 09:30:38,45.07,-0.02,-0.04,205,9239
2025-12-31 09:30:39,45.08,-0.01,-0.02,199,8971
2025-12-31 09:30:40,45.09,0.00,0.00,236,10641
2025-12-31 09:30:41,45.08,-0.01,-0.02,223,10053
2025-12-31 09:30:42,45.07,-0.02,-0.04,229,10321
2025-12-31 09:30:43,45.08,-0.01,-0.02,221,9963
2025-12-31 09:30:44,45.09,0.00,0.00,201,9063
2025-12-31 09:30:45,45.08,-0.01,-0.02,227,10233
2025-12-31 09:30:46,45.09,0.00,0.00,216,9739
2025-12-31 09:30:47,45.08,-0.01,-0.02,194,8746
2025-12-31 09:30:48,45.07,-0.02,-0.04,234,10546
2025-12-31 09:30:49,45.08,-0.01,-0.02,220,9918
2025-12-31 09:30:50,45.07,-0.02,-0.04,206,9284
2025-12-31 09:30:51,45.08,-0.01,-0.02,212,9557
2025-12-31 09:30:52,45.07,-0.02,-0.04,193,8699
2025-12-31 09:30:53,45.08,-0.01,-0.02,230,10368
2025-12-31 09:30:54,45.07,-0.02,-0.04,233,10501
2025-12-31 09:30:55,45.08,-0.01,-0.02,221,9963
2025-12-31 09:30:56,45.09,0.00,0.00,221,9965
2025-12-31 09:30:57,45.08,-0.01,-0.02,212,9557
2025-12-31 09:30:58,45.09,0.00,0.00,201,9063
2025-12-31 09:30:59,45.08,-0.01,-0.02,209,9422
2025-12-31 09:31:00,45.09,0.00,0.00,217,9785
2025-12-31 09:31:01,45.08,-0.01,-0.02,245,11045
2025-12-31 09:31:02,45.07,-0.02,-0.04,225,10141
2025-12-31 09:31:03,45.08,-0.01,-0.02,213,9602
2025-12-31 09:31:04,45.09,0.00,0.00,219,9875
2025-12-31 09:31:05,45.08,-0.01,-0.02,190,8565
2025-12-31 09:31:06,45.07,-0.02,-0.04,196,8834
2025-12-31 09:31:07,45.08,-0.01,-0.02,213,9602
2025-12-31 09:31:08,45.07,-0.02,-0.04,197,8879
2025-12-31 09:31:09,45.08,-0.01,-0.02,213,9602
2025-12-31 09:31:10,45.07,-0.02,-0.04,217,9780
2025-12-31 09:31:11,45.08,-0.01,-0.02,222,10008
2025-12-31 09:31:12,45.07,-0.02,-0.04,200,9014
2025-12-31 09:31:13,45.08,-0.01,-0.02,231,10413
2025-12-31 09:31:14,45.07,-0.02,-0.04,211,9510
2025-12-31 09:31:15,45.08,-0.01,-0.02,217,9782
2025-12-31 09:31:16,45.07,-0.02,-0.04,229,10321
2025-12-31 09:31:17,45.08,-0.01,-0.02,196,8836
2025-12-31 09:31:18,45.09,0.00,0.00,186,8387
2025-12-31 09:31:19,45.08,-0.01,-0.02,214,9647
2025-12-31 09:31:20,45.07,-0.02,-0.04,204,9194
2025-12-31 09:31:21,45.08,-0.01,-0.02,231,10413
2025-12-31 09:31:22,45.09,0.00,0.00,237,10686
2025-12-31 09:31:23,45.08,-0.01,-0.02,204,9196
2025-12-31 09:31:24,45.09,0.00,0.00,205,9243
2025-12-31 09:31:25,45.08,-0.01,-0.02,220,9918
2025-12-31 09:31:26,45.07,-0.02,-0.04,207,9329
2025-12-31 09:31:27,45.08,-0.01,-0.02,206,9286
2025-12-31 09:31:28,45.09,0.00,0.00,202,9108
2025-12-31 09:31:29,45.08,-0.01,-0.02,216,9737
2025-12-31 09:31:30,45.07,-0.02,-0.04,220,9915
2025-12-31 09:31:31,45.06,-0.03,-0.07,205,9237
2025-12-31 09:31:32,45.07,-0.02,-0.04,216,9735
2025-12-31 09:31:33,45.08,-0.01,-0.02,225,10143
2025-12-31 09:31:34,45.07,-0.02,-0.04,226,10186
2025-12-31 09:31:35,45.08,-0.01,-0.02,196,8836
2025-12-31 09:31:36,45.07,-0.02,-0.04,203,9149
2025-12-31 09:31:37,45.08,-0.01,-0.02,196,8836
2025-12-31 09:31:38,45.09,0.00,0.00,214,9649
2025-12-31 09:31:39,45.08,-0.01,-0.02,217,9782
2025-12-31 09:31:40,45.09,0.00,0.00,242,10912
2025-12-31 09:31:41,45.08,-0.01,-0.02,223,10053
2025-12-31 09:31:42,45.09,0.00,0.00,199,8973
2025-12-31 09:31:43,45.08,-0.01,-0.02,206,9286
2025-12-31 09:31:44,45.09,0.00,0.00,220,9920
2025-12-31 09:31:45,45.08,-0.01,-0.02,226,10188
2025-12-31 09:31:46,45.07,-0.02,-0.04,215,9690
2025-12-31 09:31:47,45.08,-0.01,-0.02,201,9061
2025-12-31 09:31:48,45.07,-0.02,-0.04,224,10096
2025-12-31 09:31:49,45.08,-0.01,-0.02,223,10053
2025-12-31 09:31:50,45.07,-0.02,-0.04,216,9735
2025-12-31 09:31:51,45.08,-0.01,-0.02,192,8655
2025-12-31 09:31:52,45.07,-0.02,-0.04,210,9465
2025-12-31 09:31:53,45.08,-0.01,-0.02,207,9332
2025-12-31 09:31:54,45.07,-0.02,-0.04,227,10231
2025-12-31 09:31:55,45.08,-0.01,-0.02,199,8971
2025-12-31 09:31:56,45.07,-0.02,-0.04,219,9870
2025-12-31 09:31:57,45.08,-0.01,-0.02,215,9692
2025-12-31 09:31:58,45.07,-0.02,-0.04,223,10051
2025-12-31 09:31:59,45.08,-0.01,-0.02,212,9557
2025-12-31 09:32:00,45.07,-0.02,-0.04,244,10997
2025-12-31 09:32:01,45.08,-0.01,-0.02,226,10188
2025-12-31 09:32:02,45.07,-0.02,-0.04,230,10366
2025-12-31 09:32:03,45.06,-0.03,-0.07,196,8832
2025-12-31 09:32:04,45.08,-0.01,-0.02,209,9422
2025-12-31 09:32:05,45.07,-0.02,-0.04,221,9960
2025-12-31 09:32:06,45.08,-0.01,-0.02,215,9692
2025-12-31 09:32:07,45.09,0.00,0.00,198,8928
2025-12-31 09:32:08,45.08,-0.01,-0.02,208,9377
2025-12-31 09:32:09,45.07,-0.02,-0.04,216,9735
2025-12-31 09:32:10,45.08,-0.01,-0.02,213,9602
2025-12-31 09:32:11,45.09,0.00,0.00,198,8928
2025-12-31 09:32:12,45.08,-0.01,-0.02,215,9692
2025-12-31 09:32:13,45.07,-0.02,-0.04,207,9329
2025-12-31 09:32:14,45.08,-0.01,-0.02,202,9106
2025-12-31 09:32:15,45.09,0.00,0.00,203,9153
2025-12-31 09:32:16,45.08,-0.01,-0.02,196,8836
2025-12-31 09:32:17,45.09,0.00,0.00,217,9785
2025-12-31 09:32:18,45.08,-0.01,-0.02,222,10008
2025-12-31 09:32:19,45.07,-0.02,-0.04,199,8969
2025-12-31 09:32:20,45.08,-0.01,-0.02,198,8926
2025-12-31 09:32:21,45.07,-0.02,-0.04,211,9510
2025-12-31 09:32:22,45.08,-0.01,-0.02,223,10053
2025-12-31 09:32:23,45.09,0.00,0.00,219,9875
2025-12-31 09:32:24,45.08,-0.01,-0.02,226,10188
2025-12-31 09:32:25,45.09,0.00,0.00,204,9198
2025-12-31 09:32:26,45.08,-0.01,-0.02,209,9422
2025-12-31 09:32:27,45.09,0.00,0.00,210,9469
2025-12-31 09:32:28,45.08,-0.01,-0.02,196,8836
2025-12-31 09:32:29,45.07,-0.02,-0.04,253,11403
2025-12-31 09:32:30,45.08,-0.01,-0.02,229,10323
2025-12-31 09:32:31,45.07,-0.02,-0.04,227,10231
2025-12-31 09:32:32,45.08,-0.01,-0.02,198,8926
2025-12-31 09:32:33,45.07,-0.02,-0.04,235,10591
2025-12-31 09:32:34,45.08,-0.01,-0.02,203,9151
2025-12-31 09:32:35,45.09,0.00,0.00,217,9785
2025-12-31 09:32:36,45.08,-0.01,-0.02,208,9377
2025-12-31 09:32:37,45.07,-0.02,-0.04,223,10051
2025-12-31 09:32:38,45.08,-0.01,-0.02,220,9918
2025-12-31 09:32:39,45.07,-0.02,-0.04,220,9915
2025-12-31 09:32:40,45.08,-0.01,-0.02,217,9782
2025-12-31 09:32:41,45.09,0.00,0.00,211,9514
2025-12-31 09:32:42,45.08,-0.01,-0.02,196,8836
2025-12-31 09:32:43,45.09,0.00,0.00,222,10010
2025-12-31 09:32:44,45.08,-0.01,-0.02,221,9963
2025-12-31 09:32:45,45.07,-0.02,-0.04,203,9149
2025-12-31 09:32:46,45.08,-0.01,-0.02,190,8565
2025-12-31 09:32:47,45.07,-0.02,-0.04,211,9510
2025-12-31 09:32:48,45.08,-0.01,-0.02,196,8836
2025-12-31 09:32:49,45.09,0.00,0.00,192,8657
2025-12-31 09:32:50,45.08,-0.01,-0.02,226,10188
2025-12-31 09:32:51,45.09,0.00,0.00,186,8387
2025-12-31 09:32:52,45.07,-0.02,-0.04,188,8473
2025-12-31 09:32:53,45.08,-0.01,-0.02,211,9512
2025-12-31 09:32:54,45.09,0.00,0.00,207,9334
2025-12-31 09:32:55,45.08,-0.01,-0.02,210,9467
2025-12-31 09:32:56,45.09,0.00,0.00,200,9018
2025-12-31 09:32:57,45.08,-0.01,-0.02,235,10594
2025-12-31 09:32:58,45.09,0.00,0.00,216,9739
2025-12-31 09:32:59,45.08,-0.01,-0.02,212,9557
2025-12-31 09:33:00,45.07,-0.02,-0.04,183,8248
2025-12-31 09:33:01,45.08,-0.01,-0.02,198,8926
2025-12-31 09:33:02,45.07,-0.02,-0.04,186,8383
2025-12-31 09:33:03,45.08,-0.01,-0.02,228,10278
2025-12-31 09:33:04,45.07,-0.02,-0.04,202,9104
2025-12-31 09:33:05,45.08,-0.01,-0.02,189,8520
2025-12-31 09:33:06,45.09,0.00,0.00,223,10055
2025-12-31 09:33:07,45.08,-0.01,-0.02,209,9422
2025-12-31 09:33:08,45.07,-0.02,-0.04,203,9149
2025-12-31 09:33:09,45.08,-0.01,-0.02,210,9467
2025-12-31 09:33:10,45.07,-0.02,-0.04,218,9825
2025-12-31 09:33:11,45.08,-0.01,-0.02,200,9016
2025-12-31 09:33:12,45.07,-0.02,-0.04,219,9870
2025-12-31 09:33:13,45.08,-0.01,-0.02,205,9241
2025-12-31 09:33:14,45.07,-0.02,-0.04,217,9780
2025-12-31 09:33:15,45.08,-0.01,-0.02,186,8385
2025-12-31 09:33:16,45.07,-0.02,-0.04,211,9510
2025-12-31 09:33:17,45.08,-0.01,-0.02,215,9692
2025-12-31 09:33:18,45.07,-0.02,-0.04,219,9870
2025-12-31 09:33:19,45.08,-0.01,-0.02,230,10368
2025-12-31 09:33:20,45.09,0.00,0.00,190,8567
2025-12-31 09:33:21,45.08,-0.01,-0.02,234,10549
2025-12-31 09:33:22,45.07,-0.02,-0.04,221,9960
2025-12-31 09:33:23,45.08,-0.01,-0.02,214,9647
2025-12-31 09:33:24,45.07,-0.02,-0.04,199,8969
2025-12-31 09:33:25,45.08,-0.01,-0.02,242,10909
2025-12-31 09:33:26,45.09,0.00,0.00,193,8702
2025-12-31 09:33:27,45.08,-0.01,-0.02,200,9016
2025-12-31 09:33:28,45.07,-0.02,-0.04,228,10276
2025-12-31 09:33:29,45.08,-0.01,-0.02,208,9377
2025-12-31 09:33:30,45.07,-0.02,-0.04,222,10006
2025-12-31 09:33:31,45.08,-0.01,-0.02,197,8881
2025-12-31 09:33:32,45.07,-0.02,-0.04,209,9420
2025-12-31 09:33:33,45.08,-0.01,-0.02,234,10549
2025-12-31 09:33:34,45.09,0.00,0.00,201,9063
2025-12-31 09:33:35,45.08,-0.01,-0.02,223,10053
2025-12-31 09:33:36,45.09,0.00,0.00,212,9559
2025-12-31 09:33:37,45.08,-0.01,-0.02,190,8565
2025-12-31 09:33:38,45.07,-0.02,-0.04,180,8113
2025-12-31 09:33:39,45.08,-0.01,-0.02,172,7754
2025-12-31 09:33:40,45.09,0.00,0.00,189,8522
2025-12-31 09:33:41,45.08,-0.01,-0.02,185,8340
2025-12-31 09:33:42,45.07,-0.02,-0.04,203,9149
2025-12-31 09:33:43,45.08,-0.01,-0.02,212,9557
2025-12-31 09:33:44,45.09,0.00,0.00,210,9469
2025-12-31 09:33:45,45.08,-0.01,-0.02,240,10819
2025-12-31 09:33:46,45.09,0.00,0.00,212,9559
2025-12-31 09:33:47,45.08,-0.01,-0.02,215,9692
2025-12-31 09:33:48,45.09,0.00,0.00,224,10100
2025-12-31 09:33:49,45.08,-0.01,-0.02,193,8700
2025-12-31 09:33:50,45.09,0.00,0.00,189,8522
2025-12-31 09:33:51,45.08,-0.01,-0.02,204,9196
2025-12-31 09:33:52,45.09,0.00,0.00,204,9198
2025-12-31 09:33:53,45.08,-0.01,-0.02,202,9106
2025-12-31 09:33:54,45.09,0.00,0.00,213,9604
2025-12-31 09:33:55,45.08,-0.01,-0.02,178,8024
2025-12-31 09:33:56,45.09,0.00,0.00,199,8973
2025-12-31 09:33:57,45.08,-0.01,-0.02,185,8340
2025-12-31 09:33:58,45.07,-0.02,-0.04,186,8383
2025-12-31 09:33:59,45.08,-0.01,-0.02,211,9512
2025-12-31 09:34:00,45.09,0.00,0.00,213,9604
2025-12-31 09:34:01,45.08,-0.01,-0.02,190,8565
2025-12-31 09:34:02,45.07,-0.02,-0.04,189,8518
2025-12-31 09:34:03,45.08,-0.01,-0.02,233,10504
2025-12-31 09:34:04,45.07,-0.02,-0.04,222,10006
2025-12-31 09:34:05,45.08,-0.01,-0.02,212,9557
2025-12-31 09:34:06,45.07,-0.02,-0.04,206,9284
2025-12-31 09:34:07,45.08,-0.01,-0.02,181,8159
2025-12-31 09:34:08,45.07,-0.02,-0.04,211,9510
2025-12-31 09:34:09,45.08,-0.01,-0.02,185,8340
2025-12-31 09:34:10,45.07,-0.02,-0.04,216,9735
2025-12-31 09:34:11,45.08,-0.01,-0.02,203,9151
2025-12-31 09:34:12,45.09,0.00,0.00,216,9739
2025-12-31 09:34:13,45.08,-0.01,-0.02,222,10008
2025-12-31 09:34:14,45.09,0.00,0.00,208,9379
2025-12-31 09:34:15,45.08,-0.01,-0.02,217,9782
2025-12-31 09:34:16,45.09,0.00,0.00,196,8838
2025-12-31 09:34:17,45.08,-0.01,-0.02,179,8069
2025-12-31 09:34:18,45.09,0.00,0.00,195,8793
2025-12-31 09:34:19,45.08,-0.01,-0.02,210,9467
2025-12-31 09:34:20,45.07,-0.02,-0.04,209,9420
2025-12-31 09:34:21,45.08,-0.01,-0.02,213,9602
2025-12-31 09:34:22,45.09,0.00,0.00,226,10190
2025-12-31 09:34:23,45.08,-0.01,-0.02,199,8971
2025-12-31 09:34:24,45.09,0.00,0.00,222,10010
2025-12-31 09:34:25,45.08,-0.01,-0.02,197,8881
2025-12-31 09:34:26,45.07,-0.02,-0.04,218,9825
2025-12-31 09:34:27,45.08,-0.01,-0.02,184,8295
2025-12-31 09:34:28,45.07,-0.02,-0.04,208,9375
2025-12-31 09:34:29,45.08,-0.01,-0.02,203,9151
2025-12-31 09:34:30,45.09,0.00,0.00,200,9018
2025-12-31 09:34:31,45.08,-0.01,-0.02,197,8881
2025-12-31 09:34:32,45.07,-0.02,-0.04,239,10772
2025-12-31 09:34:33,45.08,-0.01,-0.02,210,9467
2025-12-31 09:34:34,45.07,-0.02,-0.04,197,8879
2025-12-31 09:34:35,45.08,-0.01,-0.02,211,9512
