timestamp,600519,000858,300750,002594,601318,600036,000333,000651,600276,000725,002415,300059,601012,600900,002475,601899,000063,600809,300124,002230,000001,399001,399006
2026-01-02 09:30:00,2313.63,95.93,292.08,396.97,53.57,44.81,95.73,53.75,45.53,6.72,35.42,31.58,12.51,34.15,30.70,16.36,32.87,336.75,68.71,35.88,3971.62,9915.19,2359.43
2026-01-02 09:30:01,2316.08,95.39,290.67,398.15,53.48,44.81,95.57,53.60,45.57,6.86,35.73,31.29,12.68,34.18,30.62,16.38,32.91,335.48,68.16,35.78,3973.37,9919.54,2345.34
2026-01-02 09:30:02,2315.54,96.68,290.27,396.31,53.47,44.82,95.56,53.86,45.50,6.89,35.61,30.83,12.62,34.22,30.64,16.53,33.25,336.12,68.16,35.78,3974.05,9919.59,2340.13
2026-01-02 09:30:03,2320.12,102.48,290.27,397.32,53.65,44.81,95.54,53.99,45.45,6.86,35.59,30.83,12.47,34.22,30.42,16.49,33.31,337.10,68.16,35.85,3980.87,10011.12,2340.13
2026-01-02 09:30:04,2333.27,102.48,290.27,396.47,53.70,44.81,95.65,53.99,45.45,6.90,35.53,30.83,12.59,34.22,30.05,16.48,33.31,337.32,68.16,35.87,3998.74,9989.56,2340.13
2026-01-02 09:30:05,2333.27,102.48,290.27,392.64,53.75,44.81,96.13,53.99,45.45,6.90,35.60,30.83,12.47,34.07,30.48,16.53,33.17,337.76,68.16,35.91,3999.07,9957.95,2340.13
2026-01-02 09:30:06,2333.27,102.48,290.27,396.16,53.58,44.81,95.86,53.99,45.45,6.88,35.68,30.83,12.46,34.00,30.35,16.53,33.00,337.90,68.16,35.99,3998.95,9996.28,2340.13
2026-01-02 09:30:07,2333.27,102.48,290.27,394.92,53.67,44.81,96.10,53.99,45.45,6.88,35.34,30.83,12.23,34.22,30.36,16.53,33.12,337.27,68.34,35.89,3996.76,9981.02,2341.61
2026-01-02 09:30:08,2328.75,102.48,290.27,399.56,53.42,44.81,96.27,53.97,45.45,6.90,35.52,30.83,12.15,34.22,30.13,16.53,33.15,337.11,68.16,35.80,3989.84,10035.99,2340.13
2026-01-02 09:30:09,2332.67,102.48,290.27,399.60,53.60,44.81,96.65,53.99,45.45,6.85,35.55,30.83,12.15,34.13,30.15,16.53,33.31,338.45,68.16,35.78,3997.55,10042.41,2340.13
2026-01-02 09:30:10,2320.27,102.48,290.27,399.60,53.74,44.81,96.58,53.99,45.45,6.84,35.45,30.83,12.15,34.22,29.67,16.53,33.31,335.30,68.16,35.78,3976.24,10025.66,2340.13
2026-01-02 09:30:11,2305.57,102.48,290.27,399.60,53.73,44.81,96.09,53.99,45.45,6.74,35.37,30.83,12.15,34.22,29.74,16.53,33.20,334.03,68.16,35.78,3955.18,10020.49,2340.13
2026-01-02 09:30:12,2306.05,102.48,290.27,399.60,53.75,44.91,95.80,53.99,45.45,6.71,35.32,30.83,12.15,34.22,29.84,16.51,33.05,334.54,68.16,35.78,3956.89,10018.64,2340.13
2026-01-02 09:30:13,2311.58,102.48,290.27,399.60,53.37,44.94,95.54,53.99,45.45,6.70,35.34,30.83,12.15,34.22,29.86,16.46,33.03,334.19,68.16,35.80,3962.52,10016.67,2340.13
2026-01-02 09:30:14,2305.85,102.48,290.27,399.60,53.32,44.92,95.74,53.99,45.45,6.67,35.42,30.83,12.15,34.22,30.31,16.51,33.26,332.44,68.16,35.78,3952.08,10035.52,2340.13
2026-01-02 09:30:15,2295.00,102.48,290.27,399.60,53.32,44.97,95.54,53.99,45.45,6.67,35.44,30.83,12.15,34.22,30.34,16.43,33.31,333.20,68.16,35.78,3939.45,10035.04,2340.13
2026-01-02 09:30:16,2296.49,102.48,290.27,399.60,53.32,44.92,95.54,53.99,45.45,6.71,35.62,30.83,12.15,34.22,30.19,16.43,33.31,334.63,68.16,35.78,3943.88,10031.58,2340.13
2026-01-02 09:30:17,2289.81,102.48,290.27,399.60,53.32,45.11,95.54,53.99,45.45,6.70,35.62,30.83,12.15,34.22,30.51,16.36,33.31,335.59,68.16,35.78,3937.27,10041.75,2340.13
2026-01-02 09:30:18,2289.87,102.48,290.27,399.60,53.32,44.98,95.54,53.99,45.45,6.67,35.52,30.83,12.15,34.22,30.80,16.53,33.31,338.04,68.16,35.86,3942.27,10051.22,2340.13
2026-01-02 09:30:19,2286.80,102.48,290.27,399.60,53.32,44.97,95.54,53.99,45.45,6.67,35.39,30.83,12.15,34.18,30.80,16.50,33.31,334.68,68.16,35.88,3932.01,10050.71,2340.13
2026-01-02 09:30:20,2286.80,102.48,290.27,399.60,53.68,44.93,95.54,53.99,45.45,6.68,35.40,30.83,12.15,34.17,30.80,16.50,33.31,335.32,68.16,35.80,3933.69,10049.87,2340.13
2026-01-02 09:30:21,2286.80,102.48,290.27,399.60,53.89,44.91,95.54,53.99,45.45,6.72,35.85,30.83,12.15,34.15,30.80,16.44,33.31,334.97,68.16,35.85,3933.10,10053.37,2340.13
2026-01-02 09:30:22,2286.80,102.48,290.27,399.60,53.68,44.92,95.54,53.99,45.45,6.81,35.79,30.83,12.15,34.06,30.80,16.47,33.31,334.57,68.16,35.94,3932.10,10054.80,2340.13
2026-01-02 09:30:23,2286.80,102.48,290.27,399.60,53.43,44.81,95.54,53.99,45.45,6.89,35.85,30.83,12.15,34.15,30.52,16.37,33.31,333.18,68.16,36.06,3928.54,10048.24,2340.13
2026-01-02 09:30:24,2286.80,102.48,290.27,399.60,53.32,44.81,95.82,53.99,45.45,6.87,35.85,30.83,12.15,34.22,30.80,16.30,33.31,335.30,68.16,36.15,3932.03,10061.05,2340.13
2026-01-02 09:30:25,2286.80,102.48,290.27,399.60,53.38,44.81,95.57,53.99,45.45,6.90,35.85,30.83,12.15,34.22,30.80,16.27,33.31,334.15,68.16,36.27,3929.89,10060.16,2340.13
2026-01-02 09:30:26,2286.80,102.48,290.27,399.60,53.32,44.81,95.55,53.99,45.45,6.90,35.85,30.83,12.15,34.22,30.60,16.24,33.31,333.29,68.16,36.27,3928.08,10053.54,2340.13
2026-01-02 09:30:27,2286.80,102.48,290.27,399.60,53.44,44.81,95.54,53.99,45.45,6.90,35.85,30.83,12.15,34.22,30.39,16.31,33.31,332.44,68.16,36.27,3927.00,10046.71,2340.13
2026-01-02 09:30:28,2286.80,102.48,290.27,399.60,53.50,44.81,95.54,53.99,45.45,6.90,35.85,30.83,12.15,34.22,30.79,16.32,33.31,332.44,68.16,36.27,3927.13,10059.53,2340.13
2026-01-02 09:30:29,2286.80,102.48,290.27,399.60,54.24,44.81,95.54,53.99,45.45,6.90,35.85,30.83,12.15,34.22,30.80,16.33,33.31,332.44,68.16,36.27,3928.40,10059.85,2340.13
2026-01-02 09:30:30,2286.80,101.39,290.27,399.60,54.13,44.81,95.56,53.99,45.45,6.90,35.85,30.83,12.15,34.22,30.80,16.34,33.31,332.44,68.16,36.27,3928.26,10044.34,2340.13
2026-01-02 09:30:31,2286.80,100.02,290.27,399.60,53.68,44.81,95.96,53.99,45.45,6.90,35.85,30.83,12.15,34.22,30.80,16.29,33.31,332.44,69.24,36.27,3927.31,10028.71,2349.02
2026-01-02 09:30:32,2286.80,99.88,290.27,399.60,53.75,44.81,96.42,53.99,45.45,6.90,35.85,30.83,12.15,33.93,30.79,16.31,33.31,332.44,68.41,36.27,3927.34,10031.12,2342.19
2026-01-02 09:30:33,2286.80,99.83,290.27,399.60,53.49,44.81,96.72,53.99,45.45,6.90,35.83,30.83,12.15,34.13,30.80,16.34,33.31,332.44,68.40,36.27,3927.15,10033.70,2342.11
2026-01-02 09:30:34,2286.80,99.28,290.27,399.60,53.52,44.81,96.15,53.99,45.45,6.90,35.75,30.83,12.15,34.22,30.80,16.36,33.31,332.44,70.75,36.27,3927.33,10019.42,2361.46
2026-01-02 09:30:35,2286.80,99.09,290.27,399.60,53.53,44.81,95.93,53.99,45.45,6.90,35.73,30.83,12.15,34.22,30.80,16.30,33.31,332.44,70.51,36.27,3927.10,10014.30,2359.48
2026-01-02 09:30:36,2286.80,100.93,290.27,399.60,53.32,44.81,95.67,53.99,45.45,6.90,35.64,30.83,12.15,34.22,30.80,16.28,33.31,332.44,70.27,36.27,3926.68,10037.63,2357.50
2026-01-02 09:30:37,2286.80,98.04,290.27,399.60,53.32,44.81,95.84,53.99,45.45,6.90,35.37,30.83,12.15,34.18,30.80,16.34,33.31,332.44,68.39,36.27,3926.90,9996.16,2342.03
